Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:2	ih3i		rc://*/ta/man/translate/writing-quotations	וַ⁠יַּעֲנֵ֤⁠נִי יְהוָה֙ וַ⁠יֹּ֔אמֶר	1	The phrase **and said** introduces a direct quotation. In your translation, use a natural way of introducing direct quotations in your language. It may not be necessary to represent this term explicitly. Alternate translation: [Then Yahweh answered me,]
2:2	mwtq		rc://*/ta/man/translate/figs-quotesinquotes	וַ⁠יַּעֲנֵ֤⁠נִי יְהוָה֙ וַ⁠יֹּ֔אמֶר כְּת֣וֹב חָז֔וֹן וּ⁠בָאֵ֖ר עַל־הַ⁠לֻּח֑וֹת	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [Then Yahweh answered me and told me to write the vision and to make it plain on the tablets] or [Then Yahweh answered me, telling me to write the vision and make it plain on the tablets]
2:2	cz8z		rc://*/ta/man/translate/grammar-connect-logic-goal	לְמַ֥עַן יָר֖וּץ ק֥וֹרֵא בֽ⁠וֹ	1	Here, **so that** marks **the one reading it may run** as the goal or purpose of writing the vision and making it plain on the tablets. Use a connector in your language that makes it clear that this is the purpose. Alternate translation: [in order that the one reading it may run]
2:2	ai5y		rc://*/ta/man/translate/figs-metonymy	יָר֖וּץ ק֥וֹרֵא בֽ⁠וֹ	1	Here, **run** represents the urgent heralding response of the one who reads the message. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the one reading it may hasten to proclaim it]
2:3	xoct		rc://*/ta/man/translate/figs-personification	וְ⁠יָפֵ֥חַ לַ⁠קֵּ֖ץ וְ⁠לֹ֣א יְכַזֵּ֑ב אִם־יִתְמַהְמָהּ֙ חַכֵּה־ל֔⁠וֹ כִּֽי־בֹ֥א יָבֹ֖א לֹ֥א יְאַחֵֽר	1	Yahweh is speaking of **the vision** as if it were a living thing that could **speak** about the end, **lie**, tarry, and **delay**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [it is a message about the end that will certainly prove true; even if its fulfillment seems slow in coming, it will surely be fulfilled at the appointed time]
2:3	bqtk		rc://*/ta/man/translate/grammar-connect-logic-contrast	אִם־יִתְמַהְמָהּ֙ חַכֵּה־ל֔⁠וֹ	1	The author uses the word **Though** here to indicate a contrast between the possibility that the vision may seem delayed and the certainty that it will come eventually. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Even if it tarries, wait for it] or [Even if it seems to be delayed, do not give up waiting for it]
2:3	vzyk		rc://*/ta/man/translate/figs-imperative	חַכֵּה־ל֔⁠וֹ	1	This is an imperative, but it communicates an exhortation or encouragement rather than a command. Use a form in your language that communicates encouragement. Alternate translation: [you should wait for it]
2:3	l7wt		rc://*/ta/man/translate/figs-reduplication	בֹ֥א יָבֹ֖א	1	The author is repeating forms of the verb **come** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [it will certainly come]
2:4	ipcz		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֣ה	1	The author is using the term **Behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation. Alternate translation: [Look!]
2:4	wjie		rc://*/ta/man/translate/figs-metaphor	עֻפְּלָ֔ה & נַפְשׁ֖⁠וֹ	1	Here the author is speaking of a proud person as if his **soul** were something that could be physically **puffed up** or inflated. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He is arrogant]
2:4	kajx		rc://*/ta/man/translate/figs-metonymy	נַפְשׁ֖⁠וֹ	1	Here, **soul** represents the entire person from the perspective of his inner character. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [He himself]
2:4	pvyb		rc://*/ta/man/translate/writing-pronouns	עֻפְּלָ֔ה לֹא־יָשְׁרָ֥ה נַפְשׁ֖⁠וֹ בּ֑⁠וֹ	1	The pronouns **His** and **him** both refer to the proud, arrogant person described in this verse, who is contrasted with **the righteous** in the following clause. In the context of the book, this probably means the Chaldeans. If it would be helpful in your language, you could state this explicitly. Alternate translation: [The Chaldeans’ souls are puffed up; it is not upright within them]
2:4	a1ar		rc://*/ta/man/translate/figs-activepassive	עֻפְּלָ֔ה	1	The expression **is puffed up** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [has become proud]
2:4	cs1x		rc://*/ta/man/translate/figs-metaphor	לֹא־יָשְׁרָ֥ה & בּ֑⁠וֹ	1	Here the author is speaking of moral character as if it were something that could be physically **upright** or straight. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [his character is not right within him]
2:4	f6wr		rc://*/ta/man/translate/figs-nominaladj	וְ⁠צַדִּ֖יק	1	The author is using the adjective **righteous** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [the righteous person]
2:4	wggy		rc://*/ta/man/translate/grammar-connect-logic-contrast	וְ⁠צַדִּ֖יק בֶּ⁠אֱמוּנָת֥⁠וֹ יִחְיֶֽה	1	The author uses the word **but** here to indicate a contrast between the proud person whose soul is not upright and the righteous person who lives by faithfulness. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [however, the righteous person will live by his faithfulness]
2:4	sfw1		rc://*/ta/man/translate/figs-abstractnouns	בֶּ⁠אֱמוּנָת֥⁠וֹ	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: [being faithful to God]
2:5	buv3		rc://*/ta/man/translate/figs-simile	אֲשֶׁר֩ הִרְחִ֨יב כִּ⁠שְׁא֜וֹל נַפְשׁ֗⁠וֹ	1	The point of this comparison is that just as **Sheol** is never full and always takes in more of the dead, so the arrogant warrior is never content and always desires more conquests. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [who makes his desire as vast as the grave]
2:5	ele1		rc://*/ta/man/translate/figs-personification	הַ⁠יַּ֣יִן בּוֹגֵ֔ד גֶּ֥בֶר יָהִ֖יר	1	Yahweh is speaking of **wine** as if it were a person capable of betraying or deceiving someone. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [wine causes the arrogant warrior to go astray]
2:5	rvdg		rc://*/ta/man/translate/figs-parallelism	אֲשֶׁר֩ הִרְחִ֨יב כִּ⁠שְׁא֜וֹל נַפְשׁ֗⁠וֹ וְ⁠ה֤וּא כַ⁠מָּ֨וֶת֙ וְ⁠לֹ֣א יִשְׂבָּ֔ע	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [whose appetite is never filled, like Sheol and death]
2:5	fcag		rc://*/ta/man/translate/figs-metonymy	נַפְשׁ֗⁠וֹ	1	Here, **appetite** represents desire or craving. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [his desire] or [his sense of need]
2:5	wtvm		rc://*/ta/man/translate/figs-simile	וְ⁠ה֤וּא כַ⁠מָּ֨וֶת֙ וְ⁠לֹ֣א יִשְׂבָּ֔ע	1	The point of this comparison is that just as **death** is relentless and never stops taking people, so this person is relentless and **never satisfied** in his greed. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [he is as relentless as death and is never satisfied]
2:5	zku1		rc://*/ta/man/translate/figs-parallelism	וַ⁠יֶּאֱסֹ֤ף אֵלָי⁠ו֙ כָּל־הַ⁠גּוֹיִ֔ם וַ⁠יִּקְבֹּ֥ץ אֵלָ֖י⁠ו כָּל־הָ⁠עַמִּֽים	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [And he gathers to himself every nation and every people] or [And he gathers to himself all of the nations; yes, he collects for himself all of the peoples]
2:6	tbqa		rc://*/ta/man/translate/figs-rquestion	הֲ⁠לוֹא־אֵ֣לֶּה כֻלָּ֗⁠ם עָלָי⁠ו֙ מָשָׁ֣ל יִשָּׂ֔אוּ וּ⁠מְלִיצָ֖ה חִיד֣וֹת ל֑⁠וֹ וְ⁠יֹאמַ֗ר ה֚וֹי הַ⁠מַּרְבֶּ֣ה לֹּא־ל֔⁠וֹ עַד־מָתַ֕י וּ⁠מַכְבִּ֥יד עָלָ֖י⁠ו עַבְטִֽיט	1	Yahweh is using the question form to emphasize that the conquered peoples will certainly mock the oppressor. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [These, all of them, will certainly take up a proverb against him, and ridicule, a riddle about him, so that it says, ‘Woe to the one increasing what is not his’—‘until when? and loading onto himself pledges’!]
2:6	mm13		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠יֹאמַ֗ר ה֚וֹי הַ⁠מַּרְבֶּ֣ה לֹּא־ל֔⁠וֹ עַד־מָתַ֕י וּ⁠מַכְבִּ֥יד עָלָ֖י⁠ו עַבְטִֽיט	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [so that it pronounces woe on the one increasing what is not his—until when? and loading onto himself pledges]
2:6	sprc		rc://*/ta/man/translate/writing-proverbs	ה֚וֹי הַ⁠מַּרְבֶּ֣ה לֹּא־ל֔⁠וֹ עַד־מָתַ֕י וּ⁠מַכְבִּ֥יד עָלָ֖י⁠ו עַבְטִֽיט	1	Here the conquered peoples use a proverb in order to mock the greedy conqueror. Translate this proverb in a way that will be recognized as a proverb and be meaningful in your language and culture. Alternate translation: [Disaster awaits the one who endlessly takes what does not belong to him and burdens himself with debts]
2:6	huld		rc://*/ta/man/translate/figs-rquestion	עַד־מָתַ֕י	1	The conquered peoples are interjecting this brief question form to express frustration that the oppressor’s greed has continued for too long. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [for far too long!]
2:7	mbsj		rc://*/ta/man/translate/writing-participants	הֲ⁠ל֣וֹא פֶ֗תַע יָק֨וּמוּ֙ נֹשְׁכֶ֔י⁠ךָ	1	Here the author is introducing **your biters** as new participants. The phrase refers to the people whom the oppressor has exploited, who will now turn against him. Your language may have its own way of introducing new participants that you can use in your translation. Alternate translation: [Will not those whom you oppressed suddenly rise up]
2:7	vss2		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֣וֹא פֶ֗תַע יָק֨וּמוּ֙ נֹשְׁכֶ֔י⁠ךָ וְ⁠יִקְצ֖וּ מְזַעְזְעֶ֑י⁠ךָ	1	The author is using the question form to emphasize that those who oppose the oppressor will certainly rebel. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Your biters will suddenly rise up, and the ones shaking you will awaken!]
2:7	sp6z		rc://*/ta/man/translate/figs-metaphor	נֹשְׁכֶ֔י⁠ךָ	1	The Hebrew word translated **biters** could mean: (1) your creditors, that is, the plundered peoples who will demand repayment as if they were animals that bite. Alternate translation: [your creditors] (2) those who you have oppressed by forcing them to pay you unjustly. Alternate translation: [those you forced to be in debt to you]
2:7	tk1y		rc://*/ta/man/translate/figs-metaphor	מְזַעְזְעֶ֑י⁠ךָ	1	Here the author is speaking of those who will demand payment as if they were people who were **shaking** someone. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the ones who will make you tremble]
2:7	x3go		rc://*/ta/man/translate/figs-metaphor	וְ⁠הָיִ֥יתָ לִ⁠מְשִׁסּ֖וֹת לָֽ⁠מוֹ	1	Here the author is speaking of the oppressor as if he were plunder that could be taken as **spoils** of war. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Then they will take everything from you]
2:8	a9cw		rc://*/ta/man/translate/writing-participants	מִ⁠דְּמֵ֤י אָדָם֙ וַ⁠חֲמַס־אֶ֔רֶץ קִרְיָ֖ה וְ⁠כָל־יֹ֥שְׁבֵי בָֽ⁠הּ	1	Here the author is clarifying who suffered from the oppressor’s actions. The phrase identifies the victims and the places that were harmed. Your language may have its own way of specifying the victims that you can use in your translation. Alternate translation: [because of the people you murdered and the violent way you treated the land, the city, and all who live in it]
2:8	v6md		rc://*/ta/man/translate/figs-metonymy	מִ⁠דְּמֵ֤י אָדָם֙	1	Here, **bloodshed** represents the act of murdering people. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [because of your murderous ways]
2:9	soy4		rc://*/ta/man/translate/figs-quotesinquotes	ה֗וֹי בֹּצֵ֛עַ בֶּ֥צַע רָ֖ע לְ⁠בֵית֑⁠וֹ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [They will say that terrible things will happen to the one gaining an evil gain for his house]
2:9	en3i		rc://*/ta/man/translate/figs-exclamations	ה֗וֹי בֹּצֵ֛עַ בֶּ֥צַע רָ֖ע לְ⁠בֵית֑⁠וֹ	1	The phrase **Woe to the one gaining an evil gain for his house** expresses a strong feeling of warning and coming judgment. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. Alternate translation: [How terrible it will be for the one gaining an evil gain for his house]
2:9	ptfv		rc://*/ta/man/translate/figs-reduplication	בֹּצֵ֛עַ בֶּ֥צַע רָ֖ע	1	The author is repeating forms of the word **gain** in order to intensify the idea of greedy, exploitative profit. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [the one greedily getting evil profit]
2:9	mw9g		rc://*/ta/man/translate/figs-abstractnouns	בֶּ֥צַע רָ֖ע	1	If your language does not use an abstract noun for the idea of **an evil gain**, you could express the same idea in another way. Alternate translation: [money evilly]
2:9	v94p		rc://*/ta/man/translate/figs-metaphor	לָ⁠שׂ֤וּם בַּ⁠מָּרוֹם֙ קִנּ֔⁠וֹ	1	Here the author is speaking of the oppressor building his house in a secure, elevated place as if he were a bird setting **his nest on high**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [to make his dwelling secure in a high place]
2:9	pih8		rc://*/ta/man/translate/figs-activepassive	לְ⁠הִנָּצֵ֖ל	1	The expression **to be delivered** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [to deliver himself]
2:9	i1so		rc://*/ta/man/translate/figs-metonymy	מִ⁠כַּף־רָֽע	1	Here, **hand** represents the power or control of evil. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [from the power of evil]
2:9	vl94		rc://*/ta/man/translate/figs-possession	מִ⁠כַּף־רָֽע	1	The author is using the possessive form to describe a **hand** that is characterized by **evil**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [from the evil grasp]
2:10	i3r4		rc://*/ta/man/translate/figs-abstractnouns	בֹּ֖שֶׁת	1	If your language does not use an abstract noun for the idea of **shame**, you could express the same idea in another way. Alternate translation: [what is shameful]
2:10	pp6t		rc://*/ta/man/translate/figs-metaphor	קְצוֹת־עַמִּ֥ים רַבִּ֖ים	1	Habakkuk is speaking of destroying nations as if it were **cutting** them **off**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [destroying many peoples]
2:10	kk73		rc://*/ta/man/translate/figs-metonymy	וְ⁠חוֹטֵ֥א נַפְשֶֽׁ⁠ךָ	1	Here, **soul** represents the person himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [sinning against yourself]
2:11	w7bz		rc://*/ta/man/translate/figs-personification	אֶ֖בֶן מִ⁠קִּ֣יר תִּזְעָ֑ק וְ⁠כָפִ֖יס מֵ⁠עֵ֥ץ יַעֲנֶֽ⁠נָּה	1	The author is speaking of **a stone** and **a beam** as if they were living things that could **cry out** and **answer**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [even the stolen stones in your wall and the wooden beams are evidence of your wrongdoing]
2:12	e1ph		rc://*/ta/man/translate/figs-exclamations	ה֛וֹי בֹּנֶ֥ה עִ֖יר בְּ⁠דָמִ֑ים	1	The word **Woe** here communicates a warning about coming disaster. If a speaker of your language would not express this as an exclamation, you could express the same idea in another way. Alternate translation: [Terrible things will happen to the one building a city with bloodshed]
2:12	o1m3		rc://*/ta/man/translate/figs-genericnoun	בֹּנֶ֥ה עִ֖יר	1	The author is not referring to one specific person but to anyone who does this. If it would be helpful in your language, you could express this idea using a different form. Alternate translation: [anyone who builds a city]
2:12	hiok		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠דָמִ֑ים	1	If your language does not use an abstract noun for the idea of **bloodshed**, you could express the same idea in another way. Alternate translation: [by working people so hard they die]
2:12	xyrp		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠עַוְלָֽה	1	If your language does not use an abstract noun for the idea of **injustice**, you could express the same idea in another way. Alternate translation: [by acting unjustly]
2:13	qm69		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֔ה	1	The author is using the term **Behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use here. Alternate translation: [Pay attention]
2:13	q8z2		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֣וֹא הִנֵּ֔ה מֵ⁠אֵ֖ת יְהוָ֣ה צְבָא֑וֹת וְ⁠יִֽיגְע֤וּ עַמִּים֙ בְּ⁠דֵי־אֵ֔שׁ וּ⁠לְאֻמִּ֖ים בְּ⁠דֵי־רִ֥יק יִעָֽפוּ	1	The author is using the question form to emphasize that this is certainly true. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement. Alternate translation: [Behold, it is from Yahweh of armies that peoples labor for fire and nations weary themselves for emptiness.]
2:13	xjrp		rc://*/ta/man/translate/figs-metaphor	וְ⁠יִֽיגְע֤וּ עַמִּים֙ בְּ⁠דֵי־אֵ֔שׁ	1	Here the author is speaking as if the results of people’s work were fuel that would be consumed by **fire**. Your language may have a comparable expression that you can use here, or you could state the meaning plainly. Alternate translation: [that peoples work hard for nothing]
2:13	b76c		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠דֵי־רִ֥יק	1	If your language does not use an abstract noun for the idea of **emptiness**, you could express the same idea in another way. Alternate translation: [for nothing]
2:14	fy5x		rc://*/ta/man/translate/figs-activepassive	תִּמָּלֵ֣א הָ⁠אָ֔רֶץ	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [God will fill the earth]
2:14	c6yo		rc://*/ta/man/translate/figs-abstractnouns	לָ⁠דַ֖עַת אֶת־כְּב֣וֹד יְהוָ֑ה	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: [with people who know how glorious Yahweh is]
2:14	a9kz		rc://*/ta/man/translate/figs-possession	אֶת־כְּב֣וֹד יְהוָ֑ה	1	The author is using the possessive form to describe **glory** that belongs to **Yahweh**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Yahweh’s glory]
2:14	gkkt		rc://*/ta/man/translate/figs-simile	כַּ⁠מַּ֖יִם יְכַסּ֥וּ עַל־יָֽם	1	The point of this comparison is that just as **the waters** completely **cover over the sea**, so the knowledge of Yahweh’s glory will completely fill the earth. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [just as water completely fills the ocean]
2:15	t8j9		rc://*/ta/man/translate/figs-exclamations	ה֚וֹי מַשְׁקֵ֣ה רֵעֵ֔⁠הוּ	1	The word **Woe** here communicates a warning about coming disaster. If a speaker of your language would not express this as an exclamation, you could express the same idea in another way. Alternate translation: [Terrible things will happen to the one causing his neighbor to drink]
2:15	p3p8		rc://*/ta/man/translate/figs-genericnoun	מַשְׁקֵ֣ה רֵעֵ֔⁠הוּ	1	Habakkuk is not referring to one specific person but to anyone who does this. If it would be helpful in your language, you could express this idea using a different form. Alternate translation: [anyone who causes his neighbor to drink]
2:15	u480		rc://*/ta/man/translate/figs-metaphor	מַשְׁקֵ֣ה רֵעֵ֔⁠הוּ מְסַפֵּ֥חַ חֲמָתְ⁠ךָ֖ וְ⁠אַ֣ף שַׁכֵּ֑ר	1	Here the author is speaking of exploiting and humiliating other nations as if it were **causing** them **to drink** and **making** them **drunk**. Your language may have a comparable expression that you can use here, or you could state the meaning plainly. Alternate translation: [the one exploiting the vulnerability of his neighbor, intoxicating him, and promoting his drunkenness]
2:15	wmla		rc://*/ta/man/translate/writing-pronouns	מְסַפֵּ֥חַ חֲמָתְ⁠ךָ֖	1	Habakkuk has been speaking about the oppressor in the third person (**his** neighbor) but shifts to addressing him directly in the second person with **your**. If it would be helpful in your language, you could use consistent pronouns throughout. Alternate translation: [pouring out his wineskin]
2:15	y8bx		rc://*/ta/man/translate/grammar-connect-logic-goal	לְמַ֥עַן הַבִּ֖יט עַל־מְעוֹרֵי⁠הֶֽם	1	Here, **in order to** marks **look upon their nakedness** as the goal or purpose of **causing his neighbor to drink** and **making him drunk**. Use a connector in your language that makes it clear that this is the goal of the previous actions. Alternate translation: [so that you can look upon their nakedness]
2:15	arlh		rc://*/ta/man/translate/figs-metonymy	הַבִּ֖יט עַל־מְעוֹרֵי⁠הֶֽם	1	Here, **nakedness** represents humiliation and defeat. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [humiliate them] or [enjoy their downfall]
2:15	nx40		rc://*/ta/man/translate/writing-pronouns	עַל־מְעוֹרֵי⁠הֶֽם	1	Habakkuk has been using second person (**your**) to address the oppressor but shifts to third person plural with **their**. If it would be helpful in your language, you could use consistent pronouns. Alternate translation: [his nakedness]
2:16	dbm2		rc://*/ta/man/translate/figs-imperative	שְׁתֵ֥ה גַם־אַ֖תָּה וְ⁠הֵֽעָרֵ֑ל	1	These imperatives, **Drink** and **be uncircumcised**, communicate a prediction of what will happen, rather than a command. If the imperative form does not communicate this in your language, you could express the same idea in another way. Alternate translation: [You also will drink and be exposed]
2:16	ap0x		rc://*/ta/man/translate/figs-metaphor	שְׁתֵ֥ה גַם־אַ֖תָּה	1	The word **Drink** here is a metaphor. The author is speaking of experiencing God’s judgment as if it were drinking from a cup. Your language may have a comparable expression that you can use here, or you could state the meaning plainly. Alternate translation: [Experience judgment, you also]
2:16	mw3v		rc://*/ta/man/translate/figs-metaphor	וְ⁠הֵֽעָרֵ֑ל	1	Here the author is speaking of being exposed and shamed as if it were being **uncircumcised**. Your language may have a comparable expression that you can use here, or you could state the meaning plainly. Alternate translation: [and the shame of your uncircumcision be exposed]
2:16	ozbt		rc://*/ta/man/translate/figs-metaphor	תִּסּ֣וֹב עָלֶ֗י⁠ךָ כּ֚וֹס יְמִ֣ין יְהוָ֔ה	1	Here the author is speaking of God’s judgment as if it were a **cup** of wine being passed around for the oppressor to drink. Your language may have a comparable expression that you can use here, or you could state the meaning plainly. Alternate translation: [Yahweh will turn his powerful judgment upon you]
2:16	pxw5		rc://*/ta/man/translate/figs-possession	כּ֚וֹס יְמִ֣ין יְהוָ֔ה	1	The author is using the possessive form to describe **the cup of the right hand of Yahweh**. This means the cup that Yahweh holds in his right hand to dispense judgment. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the cup that Yahweh holds in his powerful hand]
2:16	t8xt		rc://*/ta/man/translate/figs-metonymy	יְמִ֣ין יְהוָ֔ה	1	Here, **the right hand** represents the power of **Yahweh**. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [the power of Yahweh]
2:16	j9ip		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠קִיקָל֖וֹן עַל־כְּבוֹדֶֽ⁠ךָ	1	If your language does not use abstract nouns for the ideas of **disgrace** and **glory**, you could express the same idea in another way. Alternate translation: [and what is disgraceful will cover what is glorious about you]
2:17	kfmh		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֣י חֲמַ֤ס לְבָנוֹן֙ יְכַסֶּ֔⁠ךָּ	1	The word translated as **For** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that the violence against Lebanon is the reason for the judgment described in the previous verses. Alternate translation: [Because the violence done to Lebanon will overwhelm you]
2:17	kwa1		rc://*/ta/man/translate/figs-metaphor	חֲמַ֤ס לְבָנוֹן֙ יְכַסֶּ֔⁠ךָּ	1	Here the author is speaking of violence returning upon the oppressor as if it were a garment that would **cover** him. Your language may have a comparable expression that you can use here, or you could state the meaning plainly. Alternate translation: [the violent things you did to Lebanon will happen to you]
2:17	w0oz		rc://*/ta/man/translate/writing-pronouns	יְחִיתַ֑⁠ן	1	The pronoun **them** likely refers to the Babylonians, the same people addressed as **you** earlier in the verse. If it would be helpful in your language, you could clarify the referent. Alternate translation: [will terrify you]
2:18	xg2m		rc://*/ta/man/translate/figs-rquestion	מָֽה־הוֹעִ֣יל פֶּ֗סֶל כִּ֤י פְסָל⁠וֹ֙ יֹֽצְר֔⁠וֹ מַסֵּכָ֖ה וּ⁠מ֣וֹרֶה שָּׁ֑קֶר	1	Habakkuk is using the question form to emphasize that a carved image has no value at all. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement. Alternate translation: [A carved image does not profit at all even though its fashioner has carved it, a molten idol and a teacher of lies.]
2:18	npel		rc://*/ta/man/translate/figs-possession	יֹֽצְר֔⁠וֹ	1	The author is using the possessive form to describe the relationship between an idol and the person who made it. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the person who fashioned it]
2:18	gged		rc://*/ta/man/translate/grammar-connect-words-phrases	מַסֵּכָ֖ה וּ⁠מ֣וֹרֶה שָּׁ֑קֶר	1	The phrases **a molten idol and a teacher of lies** restate and further describe the **carved image** from earlier in the verse. If it would be helpful in your language, you could show this connection explicitly. Alternate translation: [that is, a molten idol, a teacher of lies]
2:18	rxsb		rc://*/ta/man/translate/figs-personification	וּ⁠מ֣וֹרֶה שָּׁ֑קֶר	1	The author is speaking of an idol as if it were a living person who could teach **lies**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and something that deceives]
2:18	h6cb		rc://*/ta/man/translate/figs-abstractnouns	וּ⁠מ֣וֹרֶה שָּׁ֑קֶר	1	If your language does not use an abstract noun for the idea of **lies**, you could express the same idea in another way. Alternate translation: [and a teacher of what is false]
2:18	n8aq		rc://*/ta/man/translate/writing-poetry	יֹצֵ֤ר יִצְר⁠וֹ֙	1	Habakkuk is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [the craftsman who shaped his own creation]
2:18	wuhl		rc://*/ta/man/translate/figs-possession	יִצְר⁠וֹ֙	1	The author is using the possessive form to describe the thing that someone has formed. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the thing he has formed]
2:18	dl6i		rc://*/ta/man/translate/grammar-connect-logic-goal	לַ⁠עֲשׂ֖וֹת אֱלִילִ֥ים אִלְּמִֽים	1	Here, **to make mute idols** marks the purpose or result of the fashioner trusting in what he has formed. Use a connector in your language that makes it clear that this is the outcome of that trust. Alternate translation: [so that he ends up making mute idols]
2:19	h12r		rc://*/ta/man/translate/figs-exclamations	ה֣וֹי אֹמֵ֤ר לָ⁠עֵץ֙ הָקִ֔יצָ⁠ה ע֖וּרִי לְ⁠אֶ֣בֶן דּוּמָ֑ם	1	The word **Woe** here communicates a warning about coming disaster. If a speaker of your language would not express this as an exclamation, you could express the same idea in another way. Alternate translation: [Terrible things will happen to the one saying to the wood, Awake, to the silent stone, Arise]
2:19	iyzs		rc://*/ta/man/translate/figs-genericnoun	אֹמֵ֤ר לָ⁠עֵץ֙	1	The author is not referring to one specific person but to anyone who does this. If it would be helpful in your language, you could express this idea using a different form. Alternate translation: [anyone who says to the wood]
2:19	yabe		rc://*/ta/man/translate/figs-personification	אֹמֵ֤ר לָ⁠עֵץ֙ הָקִ֔יצָ⁠ה ע֖וּרִי לְ⁠אֶ֣בֶן דּוּמָ֑ם	1	The author is speaking of **wood** and **stone** as if they were living things that could wake up and arise. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the one commanding a wooden idol to wake up and a stone idol to stand up]
