Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:1	uwcy		rc://*/ta/man/translate/figs-possession	הֲדֹם־רַגְלָ֖י⁠ו	1	The writer is using the possessive form to describe a **footstool** that belongs to God, that is, the place where God rests his feet. This refers to the temple or the ark of the covenant. If a speaker of your language would not use the possessive form for this, you could express the idea in another way. Alternate translation: [the footstool where he rests his feet]
2:1	g36u		rc://*/ta/man/translate/figs-metonymy	בְּ⁠י֥וֹם אַפּֽ⁠וֹ	1	Here, **on the day of his nose** represents the time or occasion when God acted in judgment. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [on the occasion of his wrath]
2:2	vyel		rc://*/ta/man/translate/figs-metaphor	בִּלַּ֨ע אֲדֹנָ֜⁠י	1	The writer is speaking of the Lord completely destroying the settlements of Jacob as if the Lord has **swallowed** them **up**, as a person might consume food. If your language has a comparable expression, you could use it. If not, you could state the meaning plainly. Alternate translation: [The Lord has completely destroyed]
2:2	r48s		rc://*/ta/man/translate/figs-metonymy	אֵ֚ת כָּל־נְא֣וֹת יַעֲקֹ֔ב	1	Here, **all the pastures of Jacob** represents the dwelling places of the people of Israel, since pastures were the places where people lived and kept their flocks. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all the dwelling places of the descendants of Jacob]
2:2	lc61		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠עֶבְרָת֛⁠וֹ	1	If your language does not use an abstract noun for the idea of **wrath**, you could express the same idea in another way. Alternate translation: [very angrily]
2:2	xmai		rc://*/ta/man/translate/figs-metaphor	הִגִּ֣יעַ לָ⁠אָ֑רֶץ	1	The writer is speaking of the Lord destroying the fortifications as if **he has brought them to the ground**, that is, knocked them flat. If your language has a comparable expression, you could use it. If not, you could state the meaning plainly. Alternate translation: [he has completely destroyed them]
2:2	a7cl		rc://*/ta/man/translate/figs-metaphor	חִלֵּ֥ל מַמְלָכָ֖ה וְ⁠שָׂרֶֽי⁠הָ	1	The writer is speaking of the Lord stripping the kingdom and its rulers of their honor and dignity as if they were sacred things that the Lord had made common and unclean. If your language has a comparable expression, you could use it. If not, you could state the meaning plainly. Alternate translation: [He has dishonored the kingdom and its princes]
2:3	c96f		rc://*/ta/man/translate/figs-metaphor	גָּדַ֣ע בָּֽ⁠חֳרִי אַ֗ף כֹּ֚ל קֶ֣רֶן יִשְׂרָאֵ֔ל	1	The writer is speaking of God removing the power of Israel as if God **cut off** every **horn**, since a horn represents the strength and power of an animal. If your language has a comparable expression, you could use it. If not, you could state the meaning plainly. Alternate translation: [He has destroyed in fierce anger all the power of Israel]
2:3	avcx		rc://*/ta/man/translate/figs-idiom	בָּֽ⁠חֳרִי אַ֗ף	1	Here, **nose** represents the emotion of wrath, since the nostrils flare when a person is angry. If it would be helpful in your language, you could use a comparable expression that has the same meaning or state the meaning plainly. Alternate translation: [in burning wrath] or [angrily]
2:3	klqw		rc://*/ta/man/translate/figs-metonymy	הֵשִׁ֥יב אָח֛וֹר יְמִינ֖⁠וֹ	1	Here, **his right hand** represents God’s power to help and protect his people, since the right hand was associated with strength and action. The writer says that God **turned back** this power, meaning he withdrew his protection. If it would be helpful in your language, you could use a comparable expression or state the meaning plainly. Alternate translation: [He has withdrawn his protective power]
2:3	pydw		rc://*/ta/man/translate/figs-idiom	מִ⁠פְּנֵ֣י אוֹיֵ֑ב	1	Jeremiah is using **from the face of** as a common expression to mean “from before” or “away from the direction of.” He means that God withdrew his right hand away from facing the enemy, leaving Israel unprotected. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language or state the meaning plainly. Alternate translation: [from before the enemy] or [from the enemy’s advance]
2:3	qlgg		rc://*/ta/man/translate/figs-simile	וַ⁠יִּבְעַ֤ר בְּ⁠יַעֲקֹב֙ כְּ⁠אֵ֣שׁ לֶֽהָבָ֔ה	1	The writer uses this comparison to say that God’s judgment was as destructive to Israel as **a fire of flame** is to whatever it burns. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [and he has destroyed Jacob with devastating force]
2:3	rg46		rc://*/ta/man/translate/figs-metaphor	אָכְלָ֖ה סָבִֽיב	1	The writer is continuing the image of fire, speaking of God’s judgment as a flame that destroys everything in its path. The word **consuming** pictures the fire burning to nothing everything it touches. If your language has a comparable expression, you could use it. If not, you could state the meaning plainly. Alternate translation: [destroying everything on every side]
2:4	uug9		rc://*/ta/man/translate/figs-simile	דָּרַ֨ךְ קַשְׁתּ֜⁠וֹ כְּ⁠אוֹיֵ֗ב נִצָּ֤ב יְמִינ⁠וֹ֙ כְּ⁠צָ֔ר	1	The writer uses comparisons to describe God’s hostility toward his own people. He says that God **has bent his bow like an enemy; his right hand is stationed like an adversary**, meaning that God has prepared to attack his people the way an enemy would and has taken the stance of one ready to fight against them. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [He has prepared to attack us as an enemy would; he has positioned himself to fight against us like an adversary]
2:4	oi7d		rc://*/ta/man/translate/figs-metonymy	יְמִינ⁠וֹ֙	1	Here, **his right hand** represents God’s power and ability to act. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [his power]
2:4	uksy		rc://*/ta/man/translate/figs-metonymy	כֹּ֖ל מַחֲמַדֵּי־עָ֑יִן	1	Here, **the eye** represents sight and what is pleasing to behold. The phrase **the delights of the eye** refers to everything people treasured and found beautiful. Some understand this as referring specifically to the fine young men of Judah. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [everything they treasured] or [all the finest young men]
2:4	weks		rc://*/ta/man/translate/figs-personification	בְּ⁠אֹ֨הֶל֙ בַּת־צִיּ֔וֹן	1	The writer speaks of Zion as if it were a woman, calling it **the daughter of Zion**, and he describes the city as her **tent** or dwelling place. For more information, see the Lamentations 2 Introduction. If it would be helpful in your language, you could express this idea in another way here and in verse 18. Alternate translation: [In the city of Jerusalem]
2:4	ao5u		rc://*/ta/man/translate/figs-simile	שָׁפַ֥ךְ כָּ⁠אֵ֖שׁ חֲמָתֽ⁠וֹ	1	The writer uses a comparison to describe God’s anger. He says that God **has poured out his anger like fire**, meaning that God’s anger has been destructive and consuming. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [his anger has been as destructive as fire]
2:4	puo6		rc://*/ta/man/translate/figs-abstractnouns	שָׁפַ֥ךְ כָּ⁠אֵ֖שׁ חֲמָתֽ⁠וֹ	1	If your language does not use an abstract noun for the idea of **anger**, you could express the same idea in another way. Alternate translation: [he has shown how angry he is by burning like fire]
2:5	blxo		rc://*/ta/man/translate/figs-simile	הָיָ֨ה אֲדֹנָ֤⁠י ׀ כְּ⁠אוֹיֵב֙	1	The writer uses a comparison to describe how God has treated his own people. He says that **The Lord has become like an enemy**, meaning that God has acted against his people as an enemy would. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [The Lord has acted as though he were an enemy]
2:5	whk7		rc://*/ta/man/translate/figs-parallelism	בִּלַּ֣ע יִשְׂרָאֵ֔ל בִּלַּע֙ כָּל־אַרְמְנוֹתֶ֔י⁠הָ שִׁחֵ֖ת מִבְצָרָ֑י⁠ו	1	These three phrases mean basically the same thing. Each one emphasizes the totality of God’s destruction by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with words that show that the second and third phrases are repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in Lamentations, and follow that approach here and throughout this chapter. Alternate translation: [He has utterly destroyed Israel, all her citadels, and all his fortifications]
2:5	itkn		rc://*/ta/man/translate/figs-metaphor	בִּלַּ֣ע יִשְׂרָאֵ֔ל	1	The writer is speaking of God’s destruction of Israel as if God had **swallowed** the nation like a beast consuming its prey. This emphasizes the completeness of the destruction. Your language may have a comparable expression you can use in your translation, or you could state the meaning plainly. Alternate translation: [he has completely destroyed Israel]
2:5	ahha		rc://*/ta/man/translate/figs-doublet	תַּאֲנִיָּ֖ה וַ⁠אֲנִיָּֽה	1	The terms **mourning** and **groaning** mean similar things. The writer is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [great grief]
2:5	asmb		rc://*/ta/man/translate/figs-abstractnouns	תַּאֲנִיָּ֖ה וַ⁠אֲנִיָּֽה	1	If your language does not use abstract nouns for the ideas of **mourning** and **groaning**, you could express the same ideas in another way. Alternate translation: [and caused people to mourn and lament greatly]
2:6	ydix		rc://*/ta/man/translate/figs-simile	וַ⁠יַּחְמֹ֤ס כַּ⁠גַּן֙ שֻׂכּ֔⁠וֹ	1	The writer is comparing God’s destruction of his sanctuary to the tearing down of **his garden booth**, a temporary seasonal shelter. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [He violently tore down his sanctuary as if it were a temporary shelter]
2:6	cu9n		rc://*/ta/man/translate/figs-merism	מוֹעֵ֣ד וְ⁠שַׁבָּ֔ת	1	The writer is referring to all of Israel’s sacred worship occasions by naming two major components, **appointed festival** and **Sabbath**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all their sacred worship occasions]
2:6	px9q		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠זַֽעַם־אַפּ֖⁠וֹ	1	If your language does not use an abstract noun for the idea of **indignation**, you could express the same idea in another way. Alternate translation: [because he was indignantly angry]
2:6	fgxc		rc://*/ta/man/translate/figs-merism	מֶ֥לֶךְ וְ⁠כֹהֵֽן	1	The writer is referring to all of Israel’s leadership by naming two major components, **king** and **priest**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all their leaders]
2:7	wuwg		rc://*/ta/man/translate/figs-metonymy	מִזְבְּח⁠וֹ֙	1	Here, **his altar** represents the entire sacrificial worship system of Israel. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the Israelites’ worship] or [the place where people offered sacrifices to him]
2:7	hcxk		rc://*/ta/man/translate/figs-metonymy	הִסְגִּיר֙ בְּ⁠יַד־אוֹיֵ֔ב חוֹמֹ֖ת אַרְמְנוֹתֶ֑י⁠הָ	1	Here, **the hand of the enemy** represents the power and control of the enemy. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [He has given the walls of her palaces over to the enemy’s control]
2:7	dacj		rc://*/ta/man/translate/figs-simile	ק֛וֹל נָתְנ֥וּ בְּ⁠בֵית־יְהוָ֖ה כְּ⁠י֥וֹם מוֹעֵֽד	1	The writer compares the shouts of the enemies in the house of Yahweh to the shouts of worshipers on **an appointed festival** day. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [They shouted in the house of Yahweh the way worshipers used to shout on a festival day]
2:8	oy47		rc://*/ta/man/translate/figs-metaphor	נָ֣טָה קָ֔ו	1	The writer is speaking of God’s careful planning for destruction as if God had **stretched out the measuring line** like a builder measuring before construction. However, God measured not to build but to tear down. If your language does not use this image, you could express the same idea in another way. Alternate translation: [He carefully planned the destruction]
2:8	zzxp		rc://*/ta/man/translate/figs-metaphor	לֹא־הֵשִׁ֥יב יָד֖⁠וֹ מִ⁠בַּלֵּ֑עַ	1	The writer is speaking of God’s destructive action as if God were **swallowing up** the city, consuming it completely. The phrase **his hand** represents God’s active power. If your language does not use this image, you could express the same idea in another way. Alternate translation: [he did not hold back from completely destroying it]
2:8	a9xd		rc://*/ta/man/translate/figs-personification	וַ⁠יַּֽאֲבֶל־חֵ֥ל וְ⁠חוֹמָ֖ה יַחְדָּ֥ו אֻמְלָֽלוּ	1	The writer speaks of **the rampart** and **wall** as if they were people who could **mourn** and languish. He says this because they lie in ruins. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And he caused the rampart and wall to fall into ruins]
2:8	ik6w		rc://*/ta/man/translate/figs-merism	חֵ֥ל וְ⁠חוֹמָ֖ה	1	The writer is referring to all of Jerusalem’s defensive structures by naming two major components, **the rampart** and the **wall**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all of Jerusalem’s defenses]
2:9	ez3a		rc://*/ta/man/translate/figs-metaphor	טָבְע֤וּ בָ⁠אָ֨רֶץ֙ שְׁעָרֶ֔י⁠הָ	1	The writer is speaking of the complete destruction of **Her gates** as if they had **sunk into the ground**. If your language does not use this image, you could express the same idea in another way. Alternate translation: [Her gates have been completely destroyed]
2:9	d18m		rc://*/ta/man/translate/figs-doublet	אִבַּ֥ד וְ⁠שִׁבַּ֖ר בְּרִיחֶ֑י⁠הָ	1	The terms **destroyed** and **shattered** mean similar things. The writer is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [he has completely destroyed the bars of her gates]
2:9	sab8		rc://*/ta/man/translate/figs-metonymy	אֵ֣ין תּוֹרָ֔ה	1	Here, **law** represents the entire instruction and guidance of God. Without their land and temple, the people have no access to God’s teaching. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [No one teaches them God’s law]
2:9	vgeb		rc://*/ta/man/translate/figs-metaphor	גַּם־נְבִיאֶ֕י⁠הָ לֹא־מָצְא֥וּ חָז֖וֹן מֵ⁠יְהוָֽה	1	The writer is speaking of receiving **a vision from Yahweh** as if it were something that could be found through searching. He means that Yahweh has ceased communicating with the prophets. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Also, her prophets have received no vision from Yahweh]
2:10	udn7		rc://*/ta/man/translate/translate-symaction	יֵשְׁב֨וּ לָ⁠אָ֤רֶץ יִדְּמוּ֙ זִקְנֵ֣י בַת־צִיּ֔וֹן הֶֽעֱל֤וּ עָפָר֙ עַל־רֹאשָׁ֔⁠ם חָגְר֖וּ שַׂקִּ֑ים הוֹרִ֤ידוּ לָ⁠אָ֨רֶץ֙ רֹאשָׁ֔⁠ן בְּתוּלֹ֖ת יְרוּשָׁלִָֽם	1	Sitting on **the ground** in **silence**, throwing up **dust on their heads**, and putting **on sackcloth** (rough goat-hair cloth) were mourning customs expressing grief too deep for words. Bowing the head **to the ground** was a symbolic action expressing utter humiliation and grief. If it would be helpful to your readers, you could explain the significance of these actions in the text of your translation or in a footnote. Alternate translation: [The elders of the daughter of Zion sit on the ground in silence to show that they are overwhelmed with grief. They have thrown up dust on their heads; they have put on sackcloth. The virgins of Jerusalem bowed their heads to the ground to show their utter humiliation and grief]
2:10	dwt3		rc://*/ta/man/translate/figs-merism	יִדְּמוּ֙ זִקְנֵ֣י בַת־צִיּ֔וֹן הֶֽעֱל֤וּ עָפָר֙ עַל־רֹאשָׁ֔⁠ם חָגְר֖וּ שַׂקִּ֑ים הוֹרִ֤ידוּ לָ⁠אָ֨רֶץ֙ רֹאשָׁ֔⁠ן בְּתוּלֹ֖ת יְרוּשָׁלִָֽם	1	The writer is referring to all of the people of Jerusalem by naming two extremes, **the elders** (the oldest) and **The virgins** (the youngest women). If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [Everyone in Jerusalem, both old and young, has silently thrown dust on their heads and put on sackcloth and bowed their heads to the ground]
2:11	qia3		rc://*/ta/man/translate/figs-idiom	כָּל֨וּ בַ⁠דְּמָע֤וֹת עֵינַ⁠י֙	1	The writer is using the expression **My eyes have failed with tears** as a common expression of the culture to mean that one has wept so much that the eyes are exhausted and can no longer produce tears. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [I have cried until my eyes are exhausted]
2:11	bsnz		rc://*/ta/man/translate/figs-metonymy	חֳמַרְמְר֣וּ מֵעַ֔⁠י	1	Here, **my inner parts** represent deep emotional anguish. Jeremiah uses the internal organs as a way of referring to intense grief. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I am deeply troubled within]
2:11	jqej		rc://*/ta/man/translate/figs-metaphor	נִשְׁפַּ֤ךְ לָ⁠אָ֨רֶץ֙ כְּבֵדִ֔⁠י	1	The writer is speaking of his emotional anguish as if his **liver** had been **poured out to the ground**, like liquid spilling from a container. He means that he is completely overwhelmed. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I am completely overwhelmed with grief]
2:11	ujn4		rc://*/ta/man/translate/figs-doublet	עוֹלֵל֙ וְ⁠יוֹנֵ֔ק	1	The terms **child** and **infant** are paired to represent the very youngest and most vulnerable members of the community. If it would be clearer for your readers, you could express this with a single phrase. Alternate translation: [the young children]
2:12	wwii		rc://*/ta/man/translate/figs-simile	בְּ⁠הִֽתְעַטְּפָ֤⁠ם כֶּֽ⁠חָלָל֙ בִּ⁠רְחֹב֣וֹת עִ֔יר	1	The writer compares the children to **the slain** collapsing in the streets, meaning the children fall as though they have been mortally wounded, but from hunger rather than the sword. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [when they collapse and die in the city streets]
2:12	e8ct		rc://*/ta/man/translate/figs-metaphor	בְּ⁠הִשְׁתַּפֵּ֣ךְ נַפְשָׁ֔⁠ם אֶל־חֵ֖יק אִמֹּתָֽ⁠ם	1	The writer is speaking of the children’s lives slowly draining away as if their souls were **poured out** like liquid from a container. He means that the children die slowly in their mothers’ arms. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [as they slowly die while their mothers hold them]
2:13	ehba		rc://*/ta/man/translate/figs-rquestion	מָֽה־אֲעִידֵ֞⁠ךְ מָ֣ה אֲדַמֶּה־לָּ֗⁠ךְ הַ⁠בַּת֙ יְר֣וּשָׁלִַ֔ם מָ֤ה אַשְׁוֶה־לָּ⁠ךְ֙ וַ⁠אֲנַֽחֲמֵ֔⁠ךְ בְּתוּלַ֖ת בַּת־צִיּ֑וֹן	1	The writer uses a series of rhetorical questions to express the idea that he cannot find anything adequate to say about Jerusalem’s suffering, to express the idea that nothing compares to her suffering, and that no comparison is adequate to bring comfort. If you would not use rhetorical questions for this purpose in your language, you could translate this as a statement. Alternate translation: [I do not know what I could say to you. Nothing can be compared to your suffering, O daughter of Jerusalem. There is nothing I can say to bring you comfort, O virgin daughter of Zion.]
2:13	k11u		rc://*/ta/man/translate/figs-simile	כִּֽי־גָד֥וֹל כַּ⁠יָּ֛ם שִׁבְרֵ֖⁠ךְ	1	The writer uses a comparison to describe Jerusalem’s destruction. He compares it to the greatness of **the sea**, meaning that the **brokenness** is immeasurable and overwhelming in its vastness. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Your destruction is as vast and deep as the ocean]
2:13	serw		rc://*/ta/man/translate/figs-abstractnouns	שִׁבְרֵ֖⁠ךְ	1	If your language does not use an abstract noun for the idea of **brokenness**, you could express the same idea in another way. Alternate translation: [how broken you are]
2:13	jeke		rc://*/ta/man/translate/figs-rquestion	מִ֥י יִרְפָּא־לָֽ⁠ךְ	1	The writer uses another rhetorical question to express the idea that no one can remedy Jerusalem’s suffering. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement. Alternate translation: [no one can heal you.]
2:14	qnt6		rc://*/ta/man/translate/figs-doublet	שָׁ֣וְא וְ⁠תָפֵ֔ל	1	The terms **falsehood** and **worthlessness** mean similar things. The writer is using the two terms together to emphasize that what the prophets claimed to see had no truth or value. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [things that were completely misleading]
2:14	yvr4		rc://*/ta/man/translate/figs-abstractnouns	עֲוֺנֵ֖⁠ךְ	1	If your language does not use an abstract noun for the idea of **iniquity**, you could express the same idea in another way. Alternate translation: [the ways you sinned]
2:14	y7l9		rc://*/ta/man/translate/figs-doublet	מַשְׂא֥וֹת שָׁ֖וְא וּ⁠מַדּוּחִֽים	1	The terms **falsehood** and **enticement** are paired to characterize the prophets’ deceptive messages as both untrue and misleadingly appealing. If it would be clearer for your readers, you could express this with a single phrase. Alternate translation: [utterly false visions]
2:15	h9vp		rc://*/ta/man/translate/translate-symaction	סָֽפְק֨וּ עָלַ֤יִ⁠ךְ כַּפַּ֨יִם֙	1	Clapping hands at someone was a symbolic action by which they showed scorn, mockery, and contempt. This is not applause. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [mock you by clapping their hands]
2:15	tspe		rc://*/ta/man/translate/translate-symaction	שָֽׁרְקוּ֙ וַ⁠יָּנִ֣עוּ רֹאשָׁ֔⁠ם	1	Hissing and shaking the head were symbolic gestures of derision and scorn. If it would be helpful to your readers, you could add a short explanation. Alternate translation: [They express their contempt by hissing and shaking their heads]
2:15	rmlk		rc://*/ta/man/translate/figs-rquestion	הֲ⁠זֹ֣את הָ⁠עִ֗יר שֶׁ⁠יֹּֽאמְרוּ֙ כְּלִ֣ילַת יֹ֔פִי מָשׂ֖וֹשׂ לְ⁠כָל־הָ⁠אָֽרֶץ	1	The passers-by use a rhetorical question to express their disbelief that the once-glorious city has fallen to such ruin. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: [This cannot be the city that people used to call the most beautiful, the joy of the entire earth!]
2:15	ph30		rc://*/ta/man/translate/figs-quotesinquotes	הֲ⁠זֹ֣את הָ⁠עִ֗יר שֶׁ⁠יֹּֽאמְרוּ֙ כְּלִ֣ילַת יֹ֔פִי מָשׂ֖וֹשׂ לְ⁠כָל־הָ⁠אָֽרֶץ	1	This is a quotation within a quotation. The passers-by are quoting a title that others previously gave to Jerusalem. If your language does not allow quotations within quotations, you could express the inner quotation as indirect speech as in the UST.
2:15	xa0s		rc://*/ta/man/translate/figs-doublet	כְּלִ֣ילַת יֹ֔פִי מָשׂ֖וֹשׂ לְ⁠כָל־הָ⁠אָֽרֶץ	1	The expressions **the perfection of beauty** and **the joy of all the earth** are paired to express the former glory of Jerusalem. If it would be clearer for your readers, you could express this with a single phrase. Alternate translation: [the pride and joy of all the earth]
2:16	evvq		rc://*/ta/man/translate/translate-symaction	פָּצ֨וּ עָלַ֤יִ⁠ךְ פִּי⁠הֶם֙	1	Opening the mouth wide against someone was a symbolic action by which someone showed hostility, scorn, and readiness to devour. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [mocked you openly]
2:16	biod		rc://*/ta/man/translate/translate-symaction	שָֽׁרְקוּ֙ וַ⁠יַּֽחַרְקוּ־שֵׁ֔ן	1	Hissing and gnashing the teeth were symbolic gestures expressing hatred, rage, and contempt. If it would be helpful to your readers, you could add a short explanation.
2:16	z46v		rc://*/ta/man/translate/figs-metaphor	בִּלָּ֑עְנוּ	1	The enemies are speaking of their destruction of Jerusalem as if they had **swallowed her up** like an animal consuming its prey. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [We have completely destroyed her]
2:16	zx02		rc://*/ta/man/translate/figs-parallelism	מָצָ֥אנוּ רָאִֽינוּ	1	The expressions **we have found** and **we have seen** mean similar things. The enemies are using the two expressions together to express their satisfaction at finally witnessing the destruction they longed for. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [we have seen what we had been hoping to see]
2:17	j38q		rc://*/ta/man/translate/figs-abstractnouns	חָמָ֑ל	1	If your language does not use an abstract noun for the idea of **compassion**, you could express the same idea in another way. Alternate translation: [spared them]
2:17	bus9		rc://*/ta/man/translate/figs-metaphor	הֵרִ֖ים קֶ֥רֶן צָרָֽיִ⁠ךְ	1	The writer is speaking of God increasing the power of the enemies as if he had **lifted up** their **horn**, since a horn represents the strength of a powerful animal. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he has made your enemies powerful]
2:18	dlx4		rc://*/ta/man/translate/figs-personification	חוֹמַ֣ת בַּת־צִ֠יּוֹן	1	The writer speaks of the **wall of the daughter of Zion** as if it were a person who could weep. He says this because the wall lies in ruins and he urges it to mourn. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Let the people of Zion cry out and weep]
2:18	ra9j		rc://*/ta/man/translate/figs-simile	הוֹרִ֨ידִי כַ⁠נַּ֤חַל דִּמְעָה֙ יוֹמָ֣ם וָ⁠לַ֔יְלָה	1	The writer uses a comparison to describe how abundant and continuous the weeping should be. He compares the flow of tears to **a river**, meaning the weeping should be constant and unceasing. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Let your tears flow abundantly and continuously, day and night without stopping]
2:18	rkjd		rc://*/ta/man/translate/figs-merism	יוֹמָ֣ם וָ⁠לַ֔יְלָה	1	The writer is referring to all the time without stopping by naming two extremes, **day** and **night**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [continually without stopping]
2:18	xqjm		rc://*/ta/man/translate/figs-idiom	בַּת־עֵינֵֽ⁠ךְ	1	The expression **the daughter of your eye** was a common expression meaning the pupil of the eye. In this context it means that one should not let the eyes stop weeping. If it would be helpful to your readers, you could use a comparable expression or state the meaning plainly. Alternate translation: [the pupil of your eye] or [your eyes]
2:19	eu9y		rc://*/ta/man/translate/figs-explicit	לְ⁠רֹאשׁ֙ אַשְׁמֻר֔וֹת	1	The writer assumes that his readers will know that the night watches were the periods into which the night was divided for keeping guard. You could say this explicitly if that would be helpful to your readers. Alternate translation: [at the start of each period of the night]
2:19	lbae		rc://*/ta/man/translate/figs-simile	שִׁפְכִ֤י כַ⁠מַּ֨יִם֙ לִבֵּ֔⁠ךְ נֹ֖כַח פְּנֵ֣י אֲדֹנָ֑⁠י	1	The writer uses a comparison to describe complete, unreserved prayer. He compares pouring out the heart to pouring out **water**, meaning one should hold nothing back and empty oneself completely before God. If it would be helpful in your language, you could express the comparison plainly. See how you translated the similar expressions in [2:4] and [2:11]. Alternate translation: [Open your heart completely to the Lord]
2:19	zmd5		rc://*/ta/man/translate/figs-metonymy	נֹ֖כַח פְּנֵ֣י אֲדֹנָ֑⁠י	1	Here, **the face of the Lord** represents God’s presence. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in the presence of the Lord]
2:19	bhhz		rc://*/ta/man/translate/figs-metonymy	שְׂאִ֧י אֵלָ֣י⁠ו כַּפַּ֗יִ⁠ךְ	1	Here, **lift up your hands** represents the act of praying and pleading with God. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [Pray earnestly to him]
2:19	n5uo		rc://*/ta/man/translate/figs-explicit	בְּ⁠רֹ֥אשׁ כָּל־חוּצֽוֹת	1	By the expression **at the head of every street**, the writer means that children are fainting from hunger everywhere. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [everywhere]
2:20	sqf1		rc://*/ta/man/translate/figs-imperative	רְאֵ֤ה יְהוָה֙ וְֽ⁠הַבִּ֔יטָ⁠ה	1	The imperatives **See** and **look** communicate a plea or request to God, not a command. If this does not communicate a polite request for your readers, you could use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please see this, Yahweh, and pay attention]
2:20	q68f		rc://*/ta/man/translate/figs-rquestion	לְ⁠מִ֖י עוֹלַ֣לְתָּ כֹּ֑ה אִם־תֹּאכַ֨לְנָה נָשִׁ֤ים פִּרְיָ⁠ם֙ עֹלֲלֵ֣י טִפֻּחִ֔ים אִם־יֵהָרֵ֛ג בְּ⁠מִקְדַּ֥שׁ אֲדֹנָ֖⁠י כֹּהֵ֥ן וְ⁠נָבִֽיא	1	The writer uses rhetorical questions to express grief that God would allow his own people to suffer so terribly, to express outrage that women have been driven to eat their own children, and to express shock that religious leaders have been killed in the very place that was meant to be holy and safe. The expected answer to all these questions is “No!” If you would not use rhetorical questions for these purposes in your language, you could translate these as statements or exclamations. Alternate translation: [You have never dealt with anyone else this way! It is terrible that women are eating their own children! It is horrible that priests and prophets have been killed in the sanctuary of the Lord!]
2:20	cstf		rc://*/ta/man/translate/figs-idiom	פִּרְיָ⁠ם֙	1	The expression **their fruit** was a common expression meaning their children or offspring. If this phrase does not have that meaning for your readers, use an equivalent expression or state the meaning plainly. Alternate translation: [their children]
2:20	ybbw		rc://*/ta/man/translate/figs-merism	כֹּהֵ֥ן וְ⁠נָבִֽיא	1	The writer is referring to all of Israel’s religious leaders by naming two representative roles, **priest** and **prophet**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all their religious leaders]
